Media Sources,Negative,Neutral,Positive,Compound,Tweets Ago,Date,Text
CNN,0.0,1.0,0.0,0.0,60,Wed Jun 06 00:37:12 +0000 2018,Here are some key events in the talks between the Trump and Mueller teams https://t.co/s9psjAaVGj https://t.co/rLZruhOViE
CNN,0.273,0.648,0.079,-0.6369,61,Wed Jun 06 00:30:41 +0000 2018,"Seattle just passed a controversial ""Amazon tax"" to alleviate the city's housing crisis, and now there's considerat… https://t.co/eDt2hA0CAw"
CNN,0.085,0.809,0.106,0.128,62,Wed Jun 06 00:24:43 +0000 2018,"Anderson Cooper: When it comes to the Eagles and political stunts, it sounds like the White House doth protest too… https://t.co/eEtXC5piUT"
CNN,0.109,0.891,0.0,-0.296,63,Wed Jun 06 00:16:04 +0000 2018,The former head of USA Gymnastics exercised his Fifth Amendment right to avoid self-incrimination and declined to t… https://t.co/8ttEooSDrY
CNN,0.0,1.0,0.0,0.0,64,Wed Jun 06 00:11:04 +0000 2018,"On Wednesday, President Donald Trump's White House will host its first iftar, the sundown meal that breaks fasts du… https://t.co/FK5wcKuLZx"
CNN,0.0,0.87,0.13,0.2732,65,Wed Jun 06 00:09:07 +0000 2018,".@JohnKingCNN explains the significance of California's ""Jungle Primary"" and the impact it could have… https://t.co/O20261Iee7"
CNN,0.0,0.829,0.171,0.3182,66,Wed Jun 06 00:06:08 +0000 2018,Republican senators say they have received commitments from President Donald Trump and his top lieutenants that Con… https://t.co/ijAUGNdsEG
CNN,0.0,0.892,0.108,0.3182,67,Wed Jun 06 00:01:06 +0000 2018,"National Park Service acting director Paul Daniel Smith apologized to employees in an email for behaving ""in an ina… https://t.co/LUf7aGLVR7"
CNN,0.0,0.823,0.177,0.5106,68,Tue Jun 05 23:49:27 +0000 2018,"""I think that this is all a stunt, and I think that the President is playing the NFL like a fiddle, and these playe… https://t.co/UnYhb9xeTr"
CNN,0.0,0.894,0.106,0.2263,69,Tue Jun 05 23:46:01 +0000 2018,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/A0K4B3Z06B
CNN,0.134,0.866,0.0,-0.4767,70,Tue Jun 05 23:42:54 +0000 2018,"RT @CNNSitRoom: On the President continuing to attack Attorney General Jeff Sessions, @RepAdamSchiff says if he were one of Trump’s lawyers…"
CNN,0.302,0.698,0.0,-0.8316,71,Tue Jun 05 23:40:00 +0000 2018,A White House contractor wanted by police on an attempted first-degree murder charge was arrested as he came in to… https://t.co/kaYfR7pbzp
CNN,0.0,1.0,0.0,0.0,72,Tue Jun 05 23:31:07 +0000 2018,"For the first time in at least 20 years, there are now more job openings than there are people looking for work, ac… https://t.co/CPRrBKuBNB"
CNN,0.0,1.0,0.0,0.0,73,Tue Jun 05 23:16:00 +0000 2018,This surveillance camera footage shows a tiny asteroid that NASA says disintegrated over southern Africa https://t.co/LvxGW3DO4C
CNN,0.0,0.901,0.099,0.3182,74,Tue Jun 05 23:11:03 +0000 2018,"The original Gerber baby, Ann Turner Cook, met with Lucas Warren, the first child with Down syndrome named as the b… https://t.co/hjBMOApIsT"
CNN,0.074,0.703,0.223,0.5859,75,Tue Jun 05 23:06:49 +0000 2018,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/dZHUPa782l"
CNN,0.126,0.874,0.0,-0.3818,76,Tue Jun 05 23:01:07 +0000 2018,President Trump has unblocked the 7 plaintiffs who sued him and members of his administration for blocking them on… https://t.co/5AH11urc02
CNN,0.095,0.905,0.0,-0.2263,77,Tue Jun 05 22:59:48 +0000 2018,White House communications aide Kelly Sadler was quietly let go nearly a month after making an insensitive remark a… https://t.co/dynu5Lciby
CNN,0.0,1.0,0.0,0.0,78,Tue Jun 05 22:51:04 +0000 2018,Former FBI Deputy Director Andrew McCabe has requested immunity in exchange for testifying at an upcoming congressi… https://t.co/EeK45nooGd
CNN,0.0,0.677,0.323,0.7351,79,Tue Jun 05 22:46:00 +0000 2018,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxRdUs https://t.co/iD4F80ctIY
CNN,0.069,0.931,0.0,-0.1027,80,Tue Jun 05 22:41:05 +0000 2018,It's hard to remember a time when Starbucks wasn't on every big-city corner and in every US suburban shopping cente… https://t.co/g2w4az5dt3
CNN,0.0,1.0,0.0,0.0,81,Tue Jun 05 22:31:10 +0000 2018,"Iowa Republican Sen. Joni Ernst called EPA Administrator Scott Pruitt ""as swampy as you get"" https://t.co/M3QQOAYqgB https://t.co/IA0ep23Xu4"
CNN,0.104,0.896,0.0,-0.296,82,Tue Jun 05 22:24:10 +0000 2018,"“If there was no collusion, then why lie about what took place in Trump Tower?” Rep. Adam Schiff asks… https://t.co/afT6Ame3r6"
CNN,0.0,1.0,0.0,0.0,83,Tue Jun 05 22:21:10 +0000 2018,Women recount why their Kate Spade purse was more than a handbag https://t.co/pZqEb4ZZdz via @CNNStyle https://t.co/lpJ1uaNhoK
CNN,0.0,0.905,0.095,0.2263,84,Tue Jun 05 22:15:48 +0000 2018,"How Apple, which is currently worth $945 billion and on track to become the first-ever trillion-dollar company, has… https://t.co/yXvihg6Udk"
CNN,0.16,0.777,0.063,-0.4588,85,Tue Jun 05 22:10:16 +0000 2018,"Former Illinois Gov. Rod Blagojevich is officially asking President Donald Trump to commute his prison sentence, fi… https://t.co/QLQ2UqbZJ9"
CNN,0.074,0.926,0.0,-0.1531,86,Tue Jun 05 22:02:51 +0000 2018,"""On a personal level, we can all follow the ethos of the Miss America competition, and make a conscious effort to s… https://t.co/noPAGo1Y4B"
CNN,0.32,0.68,0.0,-0.7906,87,Tue Jun 05 21:58:59 +0000 2018,RT @TheLeadCNN: @jaketapper .@jaketapper: The President lies about the Eagles protesting during the Anthem. The White House accuses them of…
CNN,0.078,0.777,0.145,0.3182,88,Tue Jun 05 21:58:32 +0000 2018,The Teamsters and United Parcel Service could be heading toward the nation's largest strike in decades… https://t.co/9t3tiGX4M4
CNN,0.092,0.795,0.113,0.128,89,Tue Jun 05 21:55:22 +0000 2018,RT @CNNSitRoom: Special counsel's office has accused former Trump campaign chairman Paul Manafort of attempting to get witnesses to lie for…
CNN,0.186,0.717,0.097,-0.4767,90,Tue Jun 05 21:48:47 +0000 2018,"BREAKING: Kelly Sadler, the White House communications aide who joked about Sen. John McCain's brain cancer last mo… https://t.co/7WKDkEKgqB"
CNN,0.167,0.833,0.0,-0.6597,91,Tue Jun 05 21:41:03 +0000 2018,"In the days before he took his own life, Dwight Lamon Jones went on a killing spree, shooting six people in three A… https://t.co/OICpvUpbrw"
CNN,0.135,0.705,0.16,0.1027,92,Tue Jun 05 21:31:07 +0000 2018,An Auschwitz survivor warned the Italian Senate away from anti-immigrant actions https://t.co/TpLtXCQUDp https://t.co/xAA9EQ2Nsv
CNN,0.0,1.0,0.0,0.0,93,Tue Jun 05 21:21:03 +0000 2018,More than 100 monuments and symbols have been removed from 22 states and DC since the Charleston church shooting --… https://t.co/rGHFGkbIMb
CNN,0.0,0.939,0.061,0.0258,94,Tue Jun 05 21:17:11 +0000 2018,"""Red flag"" laws might have prevented some firearms-related suicides, a new study suggests.

These types of laws, wh… https://t.co/1q4IqXqr5Y"
CNN,0.0,0.87,0.13,0.4019,95,Tue Jun 05 21:06:07 +0000 2018,EPA administrator Scott Pruitt enlisted the help of an aide to inquire about the possibility of a business opportun… https://t.co/eEmKcDjMXU
CNN,0.0,0.558,0.442,0.8271,96,Tue Jun 05 21:00:15 +0000 2018,Bill Gates is giving 2018 college grads his favorite new book for free https://t.co/dEWjdkmPRQ
CNN,0.08,0.728,0.192,0.4404,97,Tue Jun 05 20:50:08 +0000 2018,"In 16 years, Social Security will have to cut benefits by 21% if lawmakers do nothing to cure the program's long-te… https://t.co/KyM3BYOCji"
CNN,0.0,1.0,0.0,0.0,98,Tue Jun 05 20:40:04 +0000 2018,Elon Musk is about to face scrutiny at Tesla's shareholder meeting https://t.co/QCXB5OE20a https://t.co/ORhe6WqD4x
CNN,0.0,1.0,0.0,0.0,99,Tue Jun 05 20:31:05 +0000 2018,How much longer can the US economy keep rolling? https://t.co/t9yM5wI5zr
CNN,0.0,0.83,0.17,0.4391,100,Tue Jun 05 20:20:05 +0000 2018,Today is the most important day of 2018 so far for Democrats' chances in the House | Analysis by Chris Cillizza… https://t.co/wrZsOVitcH
Fox,0.242,0.758,0.0,-0.1531,1,Wed Jun 06 08:50:00 +0000 2018,Miss America dropping swimsuit competition https://t.co/ZdVzkxqIYP
Fox,0.0,0.603,0.397,0.836,2,Wed Jun 06 08:40:00 +0000 2018,"Jack Phillips, owner of Masterpiece Cakeshop: “It was a big win for us.” https://t.co/c0TyTMS5jl https://t.co/41JRHRkNyC"
Fox,0.0,0.746,0.254,0.5267,3,Wed Jun 06 08:30:00 +0000 2018,IHOP says it's changing iconic name; pancake lovers flip out https://t.co/wzFyKxN54O
Fox,0.0,0.833,0.167,0.34,4,Wed Jun 06 08:20:00 +0000 2018,".@jasoninthehouse: ""Nationally, I just don't think there's a message, certainly one that resonates, that… https://t.co/mVvnyGjcw7"
Fox,0.0,1.0,0.0,0.0,5,Wed Jun 06 08:10:00 +0000 2018,"A rainbow appears as the storm clouds part at sunset in Aventura, Florida. https://t.co/3Y6qL1fdqS"
Fox,0.0,1.0,0.0,0.0,6,Wed Jun 06 08:00:01 +0000 2018,".@parscale: ""If President @realDonaldTrump would've known that [AG Jeff Sessions] was going to recuse himself, he w… https://t.co/LVrxTxy4fs"
Fox,0.0,1.0,0.0,0.0,7,Wed Jun 06 07:50:00 +0000 2018,Stephen Colbert grills @BillClinton over answers in earlier interview https://t.co/REKCACm5ny
Fox,0.0,0.641,0.359,0.8555,8,Wed Jun 06 07:40:00 +0000 2018,".@jasoninthehouse: ""[Inspector General Michael Horowitz is] our best shot. It's our best shot at the truth.""… https://t.co/68c9UOIMGg"
Fox,0.299,0.701,0.0,-0.6908,9,Wed Jun 06 07:30:00 +0000 2018,Tennessee man allegedly attempted to rape pal's mom during sleepover: police https://t.co/9DI68ao0Zp
Fox,0.0,1.0,0.0,0.0,10,Wed Jun 06 07:20:00 +0000 2018,".@MonicaCrowley: ""@BarackObama re-made the [Democratic Party] as a far-left institution."" @IngrahamAngle https://t.co/pvYeCufBWV"
Fox,0.371,0.629,0.0,-0.7096,11,Wed Jun 06 07:10:01 +0000 2018,Gennifer Flowers accuses @BillClinton of sexual harassment before their consensual relationship https://t.co/fkuPqhAFoO
Fox,0.0,1.0,0.0,0.0,12,Wed Jun 06 07:00:01 +0000 2018,".@PressSec on cancellation of Senate August recess: ""There's been historic obstruction by Senate Democrats and ther… https://t.co/SgAjnHYuq4"
Fox,0.0,1.0,0.0,0.0,13,Wed Jun 06 06:55:00 +0000 2018,"During a briefing on Tuesday,  @WhiteHouse @PressSec Sarah Sanders stated that ""the president has worked increasing… https://t.co/6AgjsRAYR2"
Fox,0.0,0.586,0.414,0.9186,14,Wed Jun 06 06:50:00 +0000 2018,".@POTUS: ""We stand together for freedom, we stand together for patriotism and we proudly stand for our glorious nat… https://t.co/fsUGv4aEBQ"
Fox,0.0,0.862,0.138,0.4939,15,Wed Jun 06 06:45:31 +0000 2018,"Members of an honor guard prepare flags for the ""Celebration of America"" event that was held at the @WhiteHouse, co… https://t.co/CKw9Z8SBvP"
Fox,0.216,0.784,0.0,-0.5267,16,Wed Jun 06 06:40:00 +0000 2018,".@CLewandowski_: “There was no collusion, there was no coordination between the Trump campaign and anybody from Rus… https://t.co/rWxmvzcfIl"
Fox,0.0,1.0,0.0,0.0,17,Wed Jun 06 06:35:00 +0000 2018,"On #Hannity, Counselor to the President @KellyannePolls pushed back on speculation that @FLOTUS Melania Trump was ""… https://t.co/sGurls3AJd"
Fox,0.0,1.0,0.0,0.0,18,Wed Jun 06 06:30:00 +0000 2018,".@FrankLuntz: ""The Democrats can not point to anything that they have actually done. All they've got is obstruction… https://t.co/KqiMcMhYY7"
Fox,0.0,0.899,0.101,0.2023,19,Wed Jun 06 06:25:00 +0000 2018,"California's key primaries: Trump-backed John Cox outpaces Villaraigosa for governor, Feinstein takes top spot in S… https://t.co/rL3lsTjcba"
Fox,0.108,0.892,0.0,-0.1779,20,Wed Jun 06 06:20:00 +0000 2018,"On #TheStory, President @realDonaldTrump's 2020 campaign manager @parscale reveals a new website touting the comman… https://t.co/C4y79SctI5"
Fox,0.0,1.0,0.0,0.0,21,Wed Jun 06 06:15:00 +0000 2018,"A juvenile bald eagle flies toward a patch of blue sky in Renton, Washington. https://t.co/kUn6iMhUeJ"
Fox,0.0,0.794,0.206,0.5994,22,Wed Jun 06 06:10:00 +0000 2018,".@KellyannePolls: ""This country is blessed because [Melania Trump] is our @FLOTUS at this time."" #Hannity… https://t.co/14xu6j1UJL"
Fox,0.294,0.706,0.0,-0.6124,23,Wed Jun 06 06:05:00 +0000 2018,California protesters arrested after allegedly climbing on Columbus statue they say hails genocide https://t.co/ksHmsDSp0G
Fox,0.116,0.884,0.0,-0.3869,24,Wed Jun 06 06:00:00 +0000 2018,A traffic cam in Ohio caught this bizarre scene during the morning rush Tuesday: An SUV decided to bail on highway… https://t.co/9XYyEm4T9S
Fox,0.0,0.697,0.303,0.8126,25,Wed Jun 06 05:50:00 +0000 2018,"Marc Little: “The road to success is not a handout, the road to success is personal responsibility and self-relianc… https://t.co/vpiSPQvsfC"
Fox,0.0,1.0,0.0,0.0,26,Wed Jun 06 05:45:00 +0000 2018,"On Tuesday, @POTUS participated in a ""Celebration of America"" event at the @WhiteHouse. https://t.co/noFFZqW9nW"
Fox,0.0,0.766,0.234,0.6077,27,Wed Jun 06 05:40:00 +0000 2018,".@seanhannity: ""Today, Americans do have so much to celebrate, including a booming economy."" #Hannity https://t.co/rIPJxXftAX"
Fox,0.161,0.839,0.0,-0.3612,28,Wed Jun 06 05:35:00 +0000 2018,Texas sheriff's deputies escort a teen to graduation in place of her fallen father. https://t.co/XHxGp2ykUM
Fox,0.1,0.788,0.112,0.0762,29,Wed Jun 06 05:30:00 +0000 2018,".@BillClinton accuser Gennifer Flowers: ""He's just not as good a liar anymore as he used to be...I think Bill is af… https://t.co/spDq07fyvX"
Fox,0.0,1.0,0.0,0.0,30,Wed Jun 06 05:25:00 +0000 2018,Kentucky high school valedictorian trolls crowd quoting #Trump but reveals it was #Obama who said it https://t.co/9vhM3Vi6Zl
Fox,0.0,0.766,0.234,0.5994,31,Wed Jun 06 05:20:00 +0000 2018,".@IngrahamAngle: ""Trump has been speaking truth and has been delivering real promises as president. Now he's connec… https://t.co/3v2ppAlVPk"
Fox,0.0,0.732,0.268,0.5106,32,Wed Jun 06 05:15:00 +0000 2018,Trump-backed Calif. gubernatorial hopeful to face Newsom in November https://t.co/UcPcwqI6gW
Fox,0.0,0.802,0.198,0.6633,33,Wed Jun 06 05:10:00 +0000 2018,DRESS FOR SUCCESS: A young boy named Noah went head-to-head with a firefighter to determine who could get their equ… https://t.co/u7B5Zq63te
Fox,0.0,0.833,0.167,0.34,34,Wed Jun 06 05:03:38 +0000 2018,".@jasoninthehouse: ""Nationally, I just don't think there's a message, certainly one that resonates, that… https://t.co/IxvXLEpUbA"
Fox,0.083,0.596,0.321,0.802,35,Wed Jun 06 05:00:01 +0000 2018,".@POTUS: ""We stand to honor our military, and to honor our country and to remember the fallen heroes who never made… https://t.co/uefzrRgbBy"
Fox,0.0,0.821,0.179,0.5719,36,Wed Jun 06 04:59:59 +0000 2018,".@RepKristiNoem has won the Republican gubernatorial primary in South Dakota, and will advance to the general elect… https://t.co/B5ivBLETwU"
Fox,0.0,1.0,0.0,0.0,37,Wed Jun 06 04:55:39 +0000 2018,"GOP Governor candidate John Cox: ""It wasn't Donald #Trump who made California the highest taxed state in the countr… https://t.co/mMf8Zb5qp7"
Fox,0.0,0.885,0.115,0.3818,38,Wed Jun 06 04:51:14 +0000 2018,"GOP Governor Candidate John Cox: ""Mr. @GavinNewsom made it clear that he wanted to run against me instead of anothe… https://t.co/rIkp4w0sfV"
Fox,0.18,0.82,0.0,-0.296,39,Wed Jun 06 04:50:00 +0000 2018,Deputy takes down hammer-wielding suspect with two cans of beans https://t.co/A7iAs9HBTW
Fox,0.0,0.877,0.123,0.2732,40,Wed Jun 06 04:42:46 +0000 2018,".@LisaMarieBoothe: ""President @realDonaldTrump's changed the dynamics of the big debate in the country on immigrati… https://t.co/7uYDDsZZ94"
Fox,0.0,1.0,0.0,0.0,41,Wed Jun 06 04:40:00 +0000 2018,".@PressSec: ""Frankly, I think my credibility's probably higher than the media's."" https://t.co/TougoU0SZB"
Fox,0.0,0.881,0.119,0.4019,42,Wed Jun 06 04:37:43 +0000 2018,".@Richardafowler: ""Both parties are all over the place. They're all over the map, and we'll find out in November wh… https://t.co/s3XldCLZnc"
Fox,0.0,0.913,0.087,0.2023,43,Wed Jun 06 04:32:33 +0000 2018,JUST IN: Republican gubernatorial candidate John Cox will be one of the top two finishers in California’s jungle pr… https://t.co/Ocancz9yjs
Fox,0.178,0.822,0.0,-0.5994,44,Wed Jun 06 04:30:00 +0000 2018,An 87-year-old Korean War veteran is adding another item to his list of accomplishments: graduating from high schoo… https://t.co/UZ9vVh3Q14
Fox,0.0,0.909,0.091,0.2023,45,Wed Jun 06 04:29:36 +0000 2018,JUST IN: Gubernatorial candidate @GavinNewsom will be one of two top finishers in California’s jungle primary and w… https://t.co/dTgua5v1uh
Fox,0.125,0.875,0.0,-0.25,46,Wed Jun 06 04:25:59 +0000 2018,"Moments ago, President @realDonaldTrump tweeted about @SenateMajLdr's decision to cancel the Senate's traditional A… https://t.co/88QsVESFx7"
Fox,0.0,0.595,0.405,0.8979,47,Wed Jun 06 04:20:00 +0000 2018,".@POTUS: ""We love our country, we respect our flag and we always proudly stand for the national anthem."" https://t.co/zlOKNUlzBt"
Fox,0.0,1.0,0.0,0.0,48,Wed Jun 06 04:17:33 +0000 2018,"Nearly 120,000 voters reportedly left off Los Angeles voter rolls on crucial primary day https://t.co/ZIDcHyyenc https://t.co/As4x0hm9Fo"
Fox,0.195,0.805,0.0,-0.5267,49,Wed Jun 06 04:15:00 +0000 2018,.@newtgingrich: The Republican comeback is a real threat to the elite media's 'blue wave' theory https://t.co/u8woF9qm1q
Fox,0.0,1.0,0.0,0.0,50,Wed Jun 06 04:10:00 +0000 2018,A man kneeled during the National Anthem at an event billed as a celebration of the American flag with Eagles fans.… https://t.co/OrrND9HvRz
Fox,0.221,0.574,0.205,-0.0516,51,Wed Jun 06 04:07:10 +0000 2018,Fox News apologizes for Philadelphia Eagles footage error. https://t.co/GOkGoVBg6J
Fox,0.244,0.756,0.0,-0.4404,52,Wed Jun 06 04:05:00 +0000 2018,"ICE raids Ohio lawn and garden business, arrests 114 https://t.co/cpiiGkmm9S"
Fox,0.0,1.0,0.0,0.0,53,Wed Jun 06 04:01:00 +0000 2018,"Ronald Vitello: “When people cross the border illegally, that’s a federal crime.” https://t.co/uIaJ0Z6PwU"
Fox,0.11,0.776,0.114,0.0258,54,Wed Jun 06 03:55:06 +0000 2018,"""We could possibly lose our home and our retirement, our life savings, everything we've saved for our kids and gran… https://t.co/N2xmo4Dlo2"
Fox,0.0,0.875,0.125,0.4588,55,Wed Jun 06 03:51:51 +0000 2018,"""I gently put my hands on his and said I couldn't do his wedding because of my relationship with Jesus Christ."" - B… https://t.co/KfqNJf1Qg1"
Fox,0.0,1.0,0.0,0.0,56,Wed Jun 06 03:47:53 +0000 2018,"Nearly 120,000 voters reportedly left off Los Angeles voter rolls on crucial primary day https://t.co/ZIDcHyyenc"
Fox,0.0,0.633,0.367,0.7003,57,Wed Jun 06 03:36:57 +0000 2018,".@JohnStossel: When politicians favor their friends, that's not capitalism, that's corruption https://t.co/OjKr185xVO"
Fox,0.097,0.903,0.0,-0.1027,58,Wed Jun 06 03:33:10 +0000 2018,"Thomas Homan, Deputy Director of ICE, warns Congress of consequences on DACA action https://t.co/uO5OmfQS3v"
Fox,0.0,1.0,0.0,0.0,59,Wed Jun 06 03:26:31 +0000 2018,JUST IN: Fox News can now project that @SenFeinstein will place first California’s jungle primary and advance to th… https://t.co/GOsWTdVbLo
Fox,0.181,0.819,0.0,-0.2732,60,Wed Jun 06 03:22:03 +0000 2018,OPINION: Will Tuesday's primaries (especially in California) break Democrats' hearts or leave Republicans in tears? https://t.co/4Y5S88UQNR
Fox,0.118,0.882,0.0,-0.25,61,Wed Jun 06 03:17:36 +0000 2018,"Kelly Sadler leaves @WhiteHouse, official says; unclear if directly related to backlash over McCain comment… https://t.co/HLTOLlR3h0"
Fox,0.0,1.0,0.0,0.0,62,Wed Jun 06 03:12:06 +0000 2018,"Results coming in from eight key primary elections, @ChadPergram reports https://t.co/gWxhtiC0WC"
Fox,0.0,1.0,0.0,0.0,63,Wed Jun 06 03:05:42 +0000 2018,Iowa Democrats nominate businessman Fred Hubbell for governor https://t.co/alnWn0EXLH
Fox,0.18,0.82,0.0,-0.296,64,Wed Jun 06 03:00:40 +0000 2018,".@THEHermanCain: ""[The @Eagles] were trying to embarrass the president."" @IngrahamAngle https://t.co/wlGPJOdiHR"
Fox,0.1,0.788,0.112,0.0762,65,Wed Jun 06 02:52:46 +0000 2018,".@BillClinton accuser Gennifer Flowers: ""He's just not as good a liar anymore as he used to be...I think Bill is af… https://t.co/6AFxxTfluZ"
Fox,0.0,1.0,0.0,0.0,66,Wed Jun 06 02:46:09 +0000 2018,".@FrankLuntz: ""The Democrats have a whole generation that are waiting to come through, [@NancyPelosi] won't give up… https://t.co/xDGRrfDNn0"
Fox,0.0,1.0,0.0,0.0,67,Wed Jun 06 02:38:42 +0000 2018,".@MonicaCrowley: ""@BarackObama re-made the [Democratic Party] as a far-left institution."" @IngrahamAngle https://t.co/SVg0QJgjZq"
Fox,0.0,1.0,0.0,0.0,68,Wed Jun 06 02:36:00 +0000 2018,Former FBI Deputy Director Andrew McCabe asks for immunity in a congressional hearing over the FBI's handling of th… https://t.co/0kbPeG5QAQ
Fox,0.0,1.0,0.0,0.0,69,Wed Jun 06 02:33:14 +0000 2018,".@FrankLuntz: ""The Democrats can not point to anything that they have actually done. All they've got is obstruction… https://t.co/d3GRmByqdM"
Fox,0.0,0.766,0.234,0.5994,70,Wed Jun 06 02:25:37 +0000 2018,".@IngrahamAngle: ""Trump has been speaking truth and has been delivering real promises as president. Now he's connec… https://t.co/aI9EIxe7G2"
Fox,0.0,1.0,0.0,0.0,71,Wed Jun 06 02:17:35 +0000 2018,New XFL commissioner says the league will require its players to stand for national anthem. https://t.co/44vgJoeGrT
Fox,0.0,1.0,0.0,0.0,72,Wed Jun 06 02:09:01 +0000 2018,".@RepDeSantis: ""James @Comey said Andrew McCabe stood tall, was this model leader, and now he wants immunity becaus… https://t.co/09V6Hqro0v"
Fox,0.0,0.794,0.206,0.5994,73,Wed Jun 06 01:55:13 +0000 2018,".@KellyannePolls: ""This country is blessed because [Melania Trump] is our @FLOTUS at this time."" #Hannity… https://t.co/i2W7I29tI6"
Fox,0.0,0.805,0.195,0.4404,74,Wed Jun 06 01:46:45 +0000 2018,"WATCH: #Tucker Talks to Pamela Anderson About Her Friendship with Assange, Putin https://t.co/kVPDvJLtBW"
Fox,0.333,0.667,0.0,-0.6705,75,Wed Jun 06 01:43:28 +0000 2018,Kate Spade's suicide note reportedly contained message to daughter https://t.co/Rd4iPJLbZn
Fox,0.139,0.574,0.287,0.4767,76,Wed Jun 06 01:34:24 +0000 2018,JUST IN: NJ Sen. Menendez projected to win Democratic primary after surviving ethics scandal https://t.co/tLpo8cEEZx
Fox,0.464,0.536,0.0,-0.8316,77,Wed Jun 06 01:28:48 +0000 2018,".@WhiteHouse contractor arrested near the grounds, reportedly for attempted murder https://t.co/VP0JmjBOp7"
Fox,0.0,0.641,0.359,0.8555,78,Wed Jun 06 01:27:14 +0000 2018,".@jasoninthehouse: ""[Inspector General Michael Horowitz is] our best shot. It's our best shot at the truth.""… https://t.co/OUa3LuB83P"
Fox,0.0,1.0,0.0,0.0,79,Wed Jun 06 01:23:06 +0000 2018,"David Spade pays tribute to late sister-in-law, Kate: 'I still can't believe it' https://t.co/IGcOYuj2Pv"
Fox,0.0,0.766,0.234,0.6077,80,Wed Jun 06 01:21:13 +0000 2018,".@seanhannity: ""Today, Americans do have so much to celebrate, including a booming economy."" #Hannity https://t.co/KoIeJIFG4F"
